Imię,Nazwisko,Klasa,J. polski,J. angielski,Matematyka,Historia,WF
Kewin,Brzeziński,5D,2,3,3,4,5
Julian,Kozłowski,6C,3,3,1,5,4
Filip,Ostrowski,7C,2,5,2,2,4
Robert,Przybylski,2B,5,3,5,5,1
Daniel,Szewczyk,5F,3,3,5,3,2
Kacper,Pietrzak,8E,3,2,5,1,1
Błażej,Michalak,2E,1,1,4,1,1
Leszek,Makowski,1F,3,1,2,4,1
Leonardo,Jakubowski,4B,5,2,2,4,2
Patryk,Wojciechowski,5A,1,5,4,5,2
Olaf,Lewandowski,8E,1,4,1,3,4
Marcin,Szczepański,3F,3,4,4,1,2
Przemysław,Stępień,5A,5,5,1,2,4
Julian,Wiśniewski,5A,1,3,5,1,2
Jędrzej,Rutkowski,1D,1,2,5,2,2
Paweł,Głowacka,1A,1,5,1,1,3
Daniel,Dąbrowski,7B,2,4,3,5,3
Bartłomiej,Szewczyk,5A,5,2,4,5,1
Hubert,Maciejewski,6B,4,5,3,5,4
Olaf,Kubiak,7A,2,4,1,4,4
Dawid,Stępień,6F,5,1,4,3,2
Ryszard,Laskowska,1C,4,5,1,2,5
Milan,Brzeziński,6D,3,1,4,3,1
Miłosz,Jaworski,1A,2,3,5,2,2
Gustaw,Czerwiński,3F,5,4,3,4,2
Franciszek,Marciniak,2D,2,1,5,1,3
Bruno,Urbańska,6D,5,2,4,3,4
Anastazy,Zawadzki,6C,1,3,5,2,5
Cyprian,Baranowski,5A,4,2,1,4,4
Ernest,Witkowski,1A,5,4,2,1,4
Grzegorz,Kołodziej,8F,3,3,4,5,5
Aleksy,Kaźmierczak,4F,5,3,1,3,2
Konrad,Wróblewski,6B,5,4,5,1,2
Ludwik,Szczepański,4A,5,5,3,1,2
Diego,Urbańska,2B,3,4,5,1,5
Eustachy,Wójcik,5D,3,5,2,5,1
Radosław,Kaźmierczak,8C,4,5,3,3,3
Hubert,Pawlak,5A,2,3,4,3,3
Miron,Szulc,3D,3,4,4,5,4
Emanuel,Sikorska,4D,2,1,2,3,3
Leszek,Wójcik,3B,3,2,1,5,2
Jakub,Sokołowski,2A,2,3,4,1,3
Denis,Kwiatkowski,2C,5,2,2,5,2
Jacek,Zawadzki,4A,3,2,2,2,2
Marek,Zakrzewska,2A,4,4,5,4,4
Maciej,Mazurek,4D,4,4,2,3,4
Jarosław,Gajewska,5C,5,5,2,5,3
Jędrzej,Włodarczyk,3A,2,2,2,3,4
Alex,Kwiatkowski,5F,1,1,1,4,2
Borys,Wójcik,2D,4,2,2,5,3
Korneliusz,Kwiatkowski,6A,5,2,5,4,5
Korneliusz,Górski,7A,2,4,1,1,3
Adam,Borkowski,8A,2,5,3,1,1
Denis,Witkowski,1C,3,3,5,5,2
Dorian,Krawczyk,1A,5,1,3,3,5
Igor,Sokołowski,8D,5,5,4,2,2
Eryk,Borkowski,1B,3,2,2,3,3
Adam,Zakrzewska,8B,4,1,5,1,5
Ignacy,Wójcik,8A,3,2,5,3,4
Maksymilian,Jasiński,3E,3,5,1,2,3
Klaudiusz,Zieliński,6D,1,4,5,4,2
Aureliusz,Tomaszewski,3E,2,1,5,5,3
Joachim,Sadowska,7B,2,5,4,4,5
Denis,Tomaszewski,4C,1,5,2,4,2
Rafał,Kubiak,6B,1,2,5,5,3
Cyprian,Kozłowski,5E,2,2,5,2,4
Paweł,Sobczak,1E,1,2,5,5,4
Martin,Błaszczyk,2A,2,3,2,4,1
Norbert,Andrzejewski,4A,2,5,1,5,5
Kazimierz,Jasiński,7A,2,3,2,3,1
Arkadiusz,Zieliński,5D,3,5,2,2,4
Kewin,Górecki,4E,4,3,2,5,5
Gustaw,Sadowska,5D,4,4,3,1,3
Jędrzej,Sikorska,7D,5,3,2,1,4
Anastazy,Cieślak,2D,2,3,1,5,5
Emanuel,Krupa,7A,2,1,2,5,1
Janusz,Szulc,4C,4,5,1,3,4
Roman,Andrzejewski,2D,3,5,5,3,2
Florian,Sadowska,8B,5,5,5,4,2
Kornel,Szymański,3D,5,2,5,2,3
Aureliusz,Dąbrowski,5D,5,4,4,4,3
Filip,Kwiatkowski,3B,3,3,3,2,1
Eryk,Wiśniewski,7E,4,5,4,4,2
Albert,Baran,7D,5,3,2,3,1
Marian,Wysocki,8A,1,2,1,1,3
Karol,Malinowski,7D,1,4,5,4,3
Natan,Chmielewski,3F,1,4,4,4,2
Aleksy,Wróblewski,2C,5,3,5,5,4
Czesław,Szymczak,7D,4,3,1,5,5
Roman,Krawczyk,4A,3,4,1,5,1
Jerzy,Zakrzewska,7E,4,4,4,2,5
Alan,Jaworski,3D,3,5,1,5,2
Eryk,Kołodziej,3E,4,5,4,1,4
Olaf,Sadowska,4E,5,4,1,4,1
Jan,Cieślak,5C,4,4,5,5,5
Klaudiusz,Ziółkowska,2F,4,2,2,1,5
Artur,Sadowska,6D,1,2,3,4,4
Anastazy,Marciniak,7E,5,3,4,5,5
Marcel,Szymański,6C,3,1,1,3,3
Marek,Sokołowski,1E,4,1,1,4,2
Heronim,Czerwiński,3A,5,5,3,2,4
Hubert,Szymański,5F,3,2,3,3,3
Aleksander,Błaszczyk,7C,2,1,3,5,3
Roman,Szczepański,7D,5,1,4,4,5
Mirosław,Stępień,7E,1,2,4,1,1
Ireneusz,Sobczak,5A,3,5,2,4,4
Heronim,Mróz,5F,3,2,1,2,3
Bolesław,Gajewska,7F,1,5,5,5,3
Bogumił,Sadowska,7C,3,4,3,4,2
Maksymilian,Kalinowski,2E,1,2,1,4,5
Artur,Sokołowski,5A,1,4,4,5,3
Alex,Sokołowski,5B,1,3,1,4,4
Antoni,Sobczak,5C,2,3,3,2,5
Anatol,Urbańska,8E,5,5,3,3,4
Korneliusz,Szymczak,2A,1,5,2,2,3
Jędrzej,Mróz,7F,5,4,4,2,1
Piotr,Górski,1D,4,4,5,4,4
Bogumił,Kaczmarczyk,5F,4,4,3,1,2
Henryk,Kubiak,4E,2,1,1,5,3
Bartłomiej,Szczepański,8D,4,3,2,2,2
Artur,Kaźmierczak,8A,2,1,1,2,3
Bronisław,Zieliński,8F,3,5,4,3,1
Marian,Maciejewski,1A,4,1,1,2,1
Kuba,Kalinowski,8F,3,4,2,3,1
Dobromił,Szczepański,4A,4,2,4,3,5
Kamil,Sikorska,8F,3,3,5,4,3
Marek,Zalewski,7B,4,5,2,4,2
Florian,Laskowska,3D,2,4,2,4,4
Jacek,Górski,7B,2,1,1,1,1
Kornel,Krupa,6C,1,5,4,4,3
Bronisław,Witkowski,6E,1,5,2,2,3
Eryk,Włodarczyk,4D,4,1,3,4,3
Eryk,Laskowska,5A,3,5,5,5,2
Dawid,Walczak,6A,5,1,2,3,3
Aleksander,Rutkowski,8A,1,4,2,5,4
Anatol,Wysocki,3E,4,1,1,5,2
Filip,Szymański,2E,4,3,2,3,4
Kuba,Zieliński,6B,3,1,1,2,1
Olaf,Krupa,6F,2,3,3,1,4
Emil,Wysocki,6E,1,2,4,3,2
Henryk,Wróblewski,8B,2,5,3,1,1
Kornel,Dąbrowski,6F,1,1,1,1,3
Mikołaj,Rutkowski,7B,4,1,1,4,1
Adrian,Kaczmarczyk,7B,4,2,5,1,1
Norbert,Górecki,8D,1,5,3,2,1
Antoni,Pawlak,2D,4,2,5,1,1
Alek,Marciniak,7B,2,5,2,2,3
Alojzy,Sikora,1D,3,2,2,4,2
Michał,Laskowska,2F,1,1,5,4,3
Lucjan,Wróblewski,6B,4,2,5,3,2
Miłosz,Szymczak,6B,4,5,1,1,1
Gracjan,Maciejewski,5A,3,2,1,1,4
Jędrzej,Jakubowski,6D,4,2,2,5,4
Joachim,Zakrzewska,8A,2,5,5,3,3
Maciej,Wójcik,6A,4,3,1,5,2
Alan,Baranowski,6B,3,4,2,1,4
Radosław,Zakrzewska,3A,4,4,5,2,4
Edward,Krawczyk,4B,4,3,1,3,1
Krystian,Szymański,8F,5,3,2,1,3
Filip,Jaworski,7D,4,2,2,2,2
Alfred,Głowacka,2F,1,4,3,5,2
Grzegorz,Zieliński,2B,3,3,5,4,4
Przemysław,Sikorska,7A,4,5,2,2,3
Gniewomir,Jaworski,1A,2,4,2,3,2
Ksawery,Mazurek,1D,4,2,5,5,5
Karol,Głowacka,8B,2,5,3,2,4
Aleksy,Zieliński,8C,4,1,4,3,5
Marcel,Wojciechowski,4E,2,4,4,5,4
Eustachy,Brzeziński,6D,2,4,5,4,5
Jacek,Mazurek,2C,3,2,3,3,4
Ludwik,Laskowska,4C,3,3,4,2,2
Bartłomiej,Piotrowski,1F,2,3,5,4,5
Allan,Kamiński,8F,4,4,5,5,3
Ireneusz,Jaworski,7C,5,3,2,1,3
Fryderyk,Maciejewski,4F,3,4,2,2,5
Mateusz,Wójcik,1A,5,5,3,2,4
Maciej,Górecki,8D,2,1,1,2,4
Eustachy,Kucharski,1E,3,3,3,5,1
Alex,Lis,1A,2,3,3,4,5
Kacper,Przybylski,5B,2,4,2,2,5
Alek,Czarnecki,1B,3,3,2,2,3
Gniewomir,Sikora,2A,3,5,1,2,1
Florian,Wójcik,5D,1,4,5,3,4
Alfred,Mazurek,1D,1,1,2,4,4
Ryszard,Malinowski,1C,3,4,5,5,2
Bruno,Rutkowski,6F,5,1,1,4,4
Roman,Wojciechowski,4D,3,2,3,3,4
Przemysław,Adamska,3D,1,4,4,3,1
Maciej,Czarnecki,6C,3,2,1,3,4
Mikołaj,Włodarczyk,5F,1,3,2,4,2
Krystian,Zawadzki,8B,1,3,2,5,2
Kordian,Jasiński,3C,1,3,5,2,2
Natan,Szulc,6B,2,4,3,5,4
Przemysław,Michalak,4F,4,5,5,1,1
Martin,Ostrowski,2A,1,4,4,2,5
Gabriel,Michalak,2B,2,5,4,4,4
Michał,Baran,3F,4,3,2,1,1
Olgierd,Kucharski,7C,2,3,4,2,3
Gustaw,Szymański,7F,2,1,2,2,3
Ernest,Baranowski,1D,4,4,1,5,1
Allan,Błaszczyk,8E,4,2,4,1,3
Piotr,Wasilewska,1A,5,1,2,3,1
Karol,Witkowski,2B,5,5,1,5,5
Błażej,Borkowski,8D,1,4,2,3,1
Piotr,Szczepański,5F,1,3,2,4,1
Maksymilian,Czarnecki,7D,1,4,5,3,5
Ariel,Górski,6A,3,5,3,2,3
Aleksy,Kowalczyk,7C,1,2,4,3,1
Kordian,Kucharski,4A,2,2,4,4,4
Krystian,Zawadzki,6F,3,4,2,2,4
Martin,Jankowski,2D,1,2,3,3,1
Ireneusz,Kołodziej,7B,2,1,1,5,3
Błażej,Zieliński,8A,3,2,3,2,1
Aleksy,Mazurek,2A,3,4,2,3,4
Oskar,Wasilewska,4E,2,5,4,2,4
Ireneusz,Czerwiński,3D,1,2,4,4,5
Bartosz,Mazurek,5F,5,2,2,3,1
Hubert,Jakubowski,4B,4,4,5,2,4
Damian,Pawlak,2B,1,5,2,3,2
Kamil,Kowalczyk,8F,3,1,1,2,4
Korneliusz,Kucharski,4C,1,2,3,2,5
Igor,Wysocki,1B,3,3,2,4,5
Kazimierz,Lewandowski,6E,2,1,2,5,1
Bruno,Krajewska,5D,2,1,3,2,5
Bruno,Kamiński,3E,2,2,2,2,5
Leszek,Chmielewski,7D,1,4,5,3,1
Grzegorz,Gajewska,8A,1,2,3,4,4
Mikołaj,Chmielewski,1B,2,2,2,5,4
Kordian,Nowak,1D,4,1,3,4,4
Lucjan,Jaworski,7C,5,4,3,5,4
Mariusz,Sokołowski,3E,1,1,1,2,3
Emanuel,Wojciechowski,6B,3,5,1,4,1
Marek,Wysocki,6E,2,1,3,4,2
Hubert,Sawicki,6F,1,3,3,3,4
Henryk,Mazurek,7C,4,1,1,1,3
Olaf,Borkowski,5D,2,4,2,3,2
Korneliusz,Kamiński,6C,2,1,1,1,4
Juliusz,Malinowski,3E,5,5,4,5,5
Roman,Szymański,1A,3,3,5,3,1
Fabian,Marciniak,5E,3,5,5,2,1
Piotr,Jakubowski,2B,4,1,4,5,1
Jerzy,Szymański,8E,5,2,1,2,4
Kordian,Marciniak,6D,5,3,5,4,3
Leonardo,Pietrzak,5D,2,3,1,3,5
Aleksander,Kozłowski,1C,4,5,2,3,3
Ludwik,Marciniak,8C,2,1,2,2,3
Miron,Zakrzewska,7C,5,2,4,1,2
Oskar,Kamiński,7F,4,1,5,1,2
Alojzy,Malinowski,6B,4,5,4,1,2
Fryderyk,Błaszczyk,2A,5,3,4,3,3
Joachim,Krawczyk,7E,3,1,4,1,4
Dobromił,Włodarczyk,2B,5,5,2,5,5
Błażej,Borkowski,7D,4,3,2,1,1
Alexander,Woźniak,5D,4,5,5,1,2
Aleksy,Szczepański,8A,2,5,4,3,4
Czesław,Cieślak,5D,3,1,5,1,2
Bolesław,Nowak,4B,1,1,5,3,1
Kajetan,Ziółkowska,2E,4,1,4,5,1
Kewin,Gajewska,8E,1,3,2,2,3
Emil,Woźniak,7B,4,2,3,4,5
Oskar,Sawicki,2B,3,4,1,5,2
Michał,Zakrzewska,5A,1,4,3,1,4
Eustachy,Wasilewska,8C,2,2,3,3,3
Robert,Kalinowski,3E,1,1,4,3,2
Alan,Marciniak,5E,5,5,2,2,2
Hubert,Walczak,8A,4,5,4,2,3
Diego,Lis,7A,4,4,3,2,4
Maciej,Marciniak,2B,1,4,3,5,3
Alexander,Mazur,8C,5,3,5,2,2
Mieszko,Tomaszewski,3C,5,4,4,3,5
Kordian,Zalewski,1B,1,3,1,4,5
Klaudiusz,Jaworski,2D,4,5,3,2,2
Emil,Zieliński,6E,2,4,2,5,4
Miron,Jasiński,7A,1,5,2,2,5
Alexander,Ostrowski,4D,1,3,5,5,5
Ireneusz,Krajewska,3D,5,5,3,2,2
Kuba,Sawicki,8E,2,3,2,2,3
Marek,Głowacka,3A,2,3,3,5,5
Eugeniusz,Wojciechowski,2C,1,1,2,2,4
Leonardo,Nowak,1F,1,3,2,5,1
Florian,Laskowska,5C,5,4,4,2,1
Miłosz,Kołodziej,4D,2,3,1,1,1
Mateusz,Woźniak,8C,3,3,2,1,2
Bartłomiej,Kaczmarczyk,7A,3,1,3,3,4
Cyprian,Sikora,1F,2,3,5,3,2
Marcel,Wróblewski,3A,4,3,4,2,3
Maciej,Kołodziej,6F,3,3,5,4,1
Bartosz,Przybylski,7B,2,5,2,3,2
Oskar,Nowak,7C,2,3,4,4,2
Norbert,Sikora,2E,1,2,3,5,4
Anastazy,Wiśniewski,2A,2,3,4,1,3
Korneliusz,Szymański,6E,5,4,1,5,1
Alek,Nowak,1B,4,2,1,1,5
Igor,Bąk,2C,1,5,2,3,2
Igor,Wiśniewski,6D,4,3,4,3,2
Adrian,Wysocki,6D,5,2,5,4,2
Artur,Szymański,7D,3,1,3,1,3
Ksawery,Górecki,1A,1,3,1,1,3
Jakub,Krajewska,1D,2,2,5,4,3
Ariel,Sokołowski,2C,3,2,1,4,2
Kajetan,Baran,5B,4,3,2,2,1
Ksawery,Jankowski,4B,2,5,4,4,1
Mikołaj,Mazurek,5C,4,1,5,3,5
Edward,Sokołowski,8E,3,5,1,5,3
Amadeusz,Zieliński,7D,5,2,5,3,4
Remigiusz,Woźniak,7C,5,5,3,4,1
Hubert,Krupa,5F,1,3,2,3,3
Ksawery,Sikora,4A,1,1,1,3,2
Emil,Włodarczyk,1F,4,3,3,3,3
Alex,Kamiński,6D,2,5,2,5,1
Dobromił,Dąbrowski,3A,5,2,3,3,1
Roman,Krawczyk,3F,3,1,5,2,5
Paweł,Dąbrowski,3A,5,3,3,5,5
Antoni,Ostrowski,7E,3,1,3,5,2
Lucjan,Tomaszewski,8D,1,4,5,4,2
Ignacy,Kucharski,4F,4,1,1,1,1
Florian,Czarnecki,2F,1,5,2,4,1
Daniel,Baranowski,3E,3,4,5,3,3
Adam,Sadowska,6C,1,2,4,4,4
Marek,Szulc,6B,5,5,5,3,5
Marcin,Szymański,5A,3,5,3,2,4
Kacper,Stępień,8D,2,5,5,2,4
Łukasz,Malinowski,7A,4,2,2,3,3
Adrian,Tomaszewski,2A,4,2,1,2,4
Cezary,Makowski,8C,3,5,5,2,3
Konrad,Gajewska,6E,3,4,3,4,2
Kuba,Rutkowski,1F,5,5,5,1,5
Damian,Krupa,1E,4,1,3,1,5
Gabriel,Sikora,3A,3,3,2,2,2
Lucjan,Zakrzewska,1F,2,3,1,5,3
Marcin,Wiśniewski,6D,1,1,2,1,5
Albert,Chmielewski,8F,4,5,3,2,3
Natan,Wysocki,3E,3,1,1,4,3
Kornel,Zieliński,6E,4,3,3,5,3
Kazimierz,Stępień,8C,3,2,5,2,5
Norbert,Makowski,8F,4,3,4,2,5
Gabriel,Zieliński,6D,3,2,5,3,3
Hubert,Ziółkowska,5D,4,5,1,3,2
Alek,Krawczyk,4F,4,1,3,2,4
Alexander,Sobczak,5A,2,2,3,2,4
Leonardo,Kołodziej,6D,2,5,1,4,1
Artur,Mróz,4B,1,2,5,5,1
Bronisław,Duda,5C,2,2,4,3,5
Robert,Sikora,4C,2,4,4,1,4
Filip,Pawlak,1C,1,5,2,3,3
Arkadiusz,Głowacka,8C,3,4,2,3,3
Fabian,Laskowska,8D,3,5,1,3,3
Aleksy,Wysocki,5C,1,4,4,4,4
Diego,Wysocki,4B,4,1,1,4,5
Dorian,Zakrzewska,6A,1,4,5,2,2
Norbert,Czarnecki,2F,1,5,1,1,4
Alan,Wysocki,3E,1,3,1,2,1
Jacek,Ziółkowska,5D,5,4,5,4,5
Dorian,Zalewski,6E,4,4,5,2,4
Józef,Sikorska,1A,4,3,2,5,4
Ernest,Nowak,3B,3,2,4,3,2
Kuba,Wiśniewski,2B,2,4,3,2,4
Ksawery,Pawlak,3B,3,2,4,5,5
Borys,Adamska,2D,5,1,4,5,5
Ksawery,Woźniak,3D,1,4,3,3,3
Leszek,Cieślak,7B,1,4,3,4,4
Kazimierz,Maciejewski,4C,4,3,1,4,5
Aureliusz,Zakrzewska,3A,3,3,3,5,5
Karol,Krajewska,7E,3,4,4,5,1
Martin,Witkowski,8D,5,3,2,1,4
Ernest,Sokołowski,6D,1,3,4,4,5
Korneliusz,Zalewski,8D,1,1,4,2,1
Jacek,Mazur,7E,4,3,3,5,5
Fryderyk,Marciniak,7D,5,3,3,1,3
Marek,Kozłowski,1A,4,2,1,3,2
Gracjan,Sikora,3A,2,1,2,1,4
Mateusz,Cieślak,8E,5,4,1,5,4
Marek,Maciejewski,5A,2,5,4,5,2
Olgierd,Kołodziej,5F,5,2,5,1,3
Cezary,Maciejewski,7A,2,4,4,1,4
Ireneusz,Adamska,7E,3,4,1,5,1
Kajetan,Wysocki,8B,5,1,3,1,1
Natan,Cieślak,3D,2,4,3,5,2
Anastazy,Kowalczyk,2F,2,4,2,1,5
Jan,Kalinowski,1A,4,5,2,5,3
Anatol,Adamska,7F,5,4,3,1,3
Ryszard,Kaźmierczak,7F,1,4,4,2,5
Gabriel,Ziółkowska,8B,4,5,4,3,5
Hubert,Adamska,2A,3,4,1,1,1
Klaudiusz,Adamska,4D,2,1,4,1,5
Leonardo,Baran,8C,3,4,1,4,5
Gniewomir,Kaczmarczyk,3A,5,4,5,4,5
Dominik,Sawicki,4D,5,3,3,5,5
Adam,Czarnecki,5C,3,1,5,2,4
Natan,Urbańska,6E,4,1,2,5,3
Alek,Kwiatkowski,6F,1,5,1,3,4
Dorian,Pietrzak,1D,1,4,3,1,5
Jędrzej,Piotrowski,1E,2,4,3,2,3
Remigiusz,Laskowska,5E,5,5,4,5,4
Jacek,Zalewski,8E,3,5,4,1,4
Jędrzej,Szymczak,2F,4,1,1,4,4
Radosław,Kozłowski,6A,2,4,3,3,1
Julian,Krupa,8A,4,2,4,1,4
Milan,Lewandowski,3E,4,1,4,1,2
Alex,Maciejewski,3F,3,4,1,1,1
Konrad,Baran,4E,2,2,4,4,3
Jan,Górecki,5D,5,1,4,1,2
Jakub,Błaszczyk,3A,1,3,3,3,2
Paweł,Jankowski,5D,1,2,3,3,4
Leszek,Urbańska,3D,5,4,1,4,5
Michał,Krupa,5C,1,4,2,4,4
Eugeniusz,Kalinowski,6F,5,4,5,2,4
Emil,Chmielewski,7C,3,3,2,2,4
Miron,Stępień,2E,3,4,3,2,5
Maksymilian,Szewczyk,3F,3,4,5,4,4
Emanuel,Ziółkowska,5F,4,1,5,4,3
Mieszko,Pietrzak,3C,1,2,4,4,4
Alek,Sadowska,7F,2,3,4,5,2
Leonardo,Piotrowski,2B,2,1,4,1,4
Ksawery,Wójcik,1F,3,4,3,1,3
Mateusz,Borkowski,4C,2,2,2,4,2
Piotr,Kozłowski,4B,1,5,5,2,2
Allan,Wasilewska,4A,1,4,2,2,3
Diego,Duda,4B,5,5,1,3,2
Oskar,Brzeziński,8F,5,3,1,4,5
Kazimierz,Krupa,8D,4,3,5,4,3
Jerzy,Laskowska,4B,2,5,1,5,5
Edward,Marciniak,2E,1,5,3,4,4
Leszek,Jakubowski,2D,2,3,3,1,1
Dawid,Baran,4F,3,3,5,5,4
Alexander,Wysocki,8B,2,2,2,1,3
Piotr,Czerwiński,3D,1,1,2,5,2
Antoni,Pawlak,6B,1,2,1,2,4
Igor,Zakrzewska,5D,1,2,1,2,5
Dobromił,Pawlak,4E,4,4,1,1,5
Bolesław,Walczak,3E,1,2,1,4,5
Leszek,Pietrzak,3F,4,4,5,2,3
Alan,Krupa,6A,4,3,5,4,2
Alan,Czerwiński,5C,3,5,4,2,4
Kacper,Kamiński,3E,3,1,5,1,5
Marcin,Ziółkowska,4C,2,2,5,1,3
Dariusz,Sadowska,2E,2,4,5,1,3
Dariusz,Kwiatkowski,3B,4,1,2,2,5
Dominik,Zakrzewska,6D,4,5,5,1,1
Mieszko,Szczepański,4E,2,5,1,4,3
Grzegorz,Szymczak,8E,2,1,1,3,3
Jacek,Wasilewska,4D,1,4,1,4,2
Dawid,Maciejewski,5E,5,4,2,1,1
Bartosz,Sadowska,6B,2,4,1,3,5
Ryszard,Jaworski,8B,4,1,5,3,1
Piotr,Ziółkowska,2E,5,4,4,5,5
Janusz,Szczepański,5F,5,4,1,1,1
Miron,Sawicki,8B,3,3,5,3,1
Fabian,Wójcik,7A,4,3,2,5,4
Radosław,Pietrzak,5E,3,1,3,4,4
Ryszard,Wojciechowski,8D,3,5,3,1,2
Konrad,Borkowski,5E,4,2,5,3,4
Kamil,Stępień,3A,4,1,1,1,4
Bruno,Woźniak,8B,3,1,5,5,4
Roman,Wiśniewski,7A,2,1,1,3,3
Dominik,Mazur,2B,1,1,4,1,4
Grzegorz,Ziółkowska,8B,1,4,2,1,2
Natan,Głowacka,7F,4,4,3,4,3
Klaudiusz,Mazurek,1B,1,4,3,4,5
Adam,Szulc,1E,1,5,2,2,4
Borys,Gajewska,4B,2,5,1,2,2
Kuba,Górski,2C,1,3,2,3,5
Gabriel,Przybylski,2C,5,1,3,4,3
Lucjan,Cieślak,1D,4,3,3,1,2
Miron,Duda,4C,3,3,3,1,5
Kacper,Walczak,3D,1,2,2,3,5
Remigiusz,Malinowski,7E,2,5,3,3,3
Remigiusz,Kozłowski,1E,3,1,5,1,3
Maksymilian,Jasiński,7C,4,5,1,4,4
Cyprian,Szulc,5D,5,2,4,3,1
Emil,Włodarczyk,2D,3,3,5,3,2
Karol,Borkowski,5E,2,5,2,3,2
Ernest,Kwiatkowski,7E,5,3,1,3,4
Józef,Górecki,3A,1,1,3,5,2
Maksymilian,Ostrowski,7D,4,2,1,3,5
Gracjan,Zakrzewska,2C,5,5,2,4,5
Henryk,Wróblewski,6E,5,2,5,5,1
Korneliusz,Wiśniewski,5D,2,3,3,3,3
Jarosław,Zieliński,8C,5,1,1,5,2
Gustaw,Kowalski,7F,4,4,4,5,2
Patryk,Sikora,1E,1,3,3,4,4
Anatol,Chmielewski,6D,5,2,1,2,1
Eugeniusz,Sokołowski,4E,3,4,2,1,5
Bruno,Sokołowski,8F,5,3,3,4,4
Piotr,Mazur,1A,4,3,2,3,2
Marcel,Szulc,7A,5,5,4,2,5
Andrzej,Kubiak,8E,4,5,5,3,3
Arkadiusz,Kowalczyk,3C,1,2,4,5,5
Maurycy,Michalak,3B,5,1,3,3,1
Dominik,Przybylski,8F,3,3,3,4,1
Alek,Mróz,1A,5,3,4,1,5
Remigiusz,Szymczak,1E,5,5,5,2,4
Dominik,Michalak,8D,3,2,2,3,1
Kacper,Zakrzewska,1A,2,1,1,3,1
Paweł,Wojciechowski,4A,1,3,5,2,1
Allan,Kwiatkowski,4F,3,5,5,2,4
Edward,Kozłowski,5F,3,4,4,2,5
Alojzy,Wójcik,4A,3,5,4,1,1
Kewin,Michalak,4D,4,3,2,1,5
Mateusz,Baran,1B,5,1,4,5,3
Heronim,Jasiński,6B,1,5,3,2,2
Mikołaj,Czerwiński,7A,5,4,3,4,4
Gracjan,Malinowski,3F,1,2,3,2,3
Alek,Krupa,5E,1,4,1,5,3
Antoni,Kamiński,6F,1,1,3,3,4
Anastazy,Stępień,3F,4,1,3,5,4
Jędrzej,Makowski,7C,2,1,3,4,3
Radosław,Wojciechowski,4F,4,4,1,5,5
Damian,Michalak,6F,2,3,5,3,1
Janusz,Górecki,6F,1,1,1,2,4
Amadeusz,Kucharski,4B,4,2,4,5,2
Bruno,Cieślak,7C,5,5,4,1,4
Jan,Sobczak,4C,5,3,4,1,1
Eryk,Zieliński,4F,1,2,3,3,5
Paweł,Jankowski,4E,1,2,5,3,1
Mirosław,Kwiatkowski,1E,4,3,2,4,1
Dariusz,Szulc,6B,5,2,1,1,5
Kajetan,Kowalczyk,7A,4,3,1,2,5
Maurycy,Mazurek,6A,4,5,3,5,4
Konstanty,Sokołowski,3F,1,4,4,4,3
Adrian,Jankowski,5E,2,2,5,5,3
Adam,Jakubowski,1E,2,5,1,2,2
Paweł,Lis,1A,3,3,2,2,5
Dorian,Ostrowski,6D,4,5,1,2,3
Denis,Czarnecki,4B,4,1,1,1,5
Bogumił,Krajewska,6B,3,3,4,3,3
Mirosław,Adamska,6D,4,1,4,1,2
Jerzy,Krajewska,8A,3,1,5,5,1
Arkadiusz,Górecki,4A,4,3,5,4,2
Heronim,Kowalczyk,2B,3,3,2,2,5
Mikołaj,Sadowska,6C,2,4,4,1,5
Eryk,Jaworski,8C,4,4,2,2,5
Franciszek,Laskowska,5B,5,2,2,2,5
Rafał,Pawlak,4E,1,3,1,4,1
Maksymilian,Sikorska,2B,2,1,3,3,4
Marian,Kołodziej,6C,3,1,2,1,2
Kazimierz,Sikorska,7E,1,2,4,5,4
Robert,Bąk,7A,4,3,1,2,1
Arkadiusz,Kalinowski,1D,2,4,1,1,1
Allan,Szewczyk,8D,1,1,3,1,2
Allan,Kozłowski,4E,1,2,4,1,1
Eugeniusz,Sokołowski,4D,4,4,3,4,3
Gabriel,Szewczyk,1C,4,5,4,4,5
Milan,Mazurek,8F,1,4,4,3,3
Konrad,Kaczmarczyk,4C,2,4,3,5,4
Radosław,Szczepański,1F,4,1,1,2,4
Cezary,Pawlak,3A,5,2,5,2,1
Antoni,Czarnecki,1C,5,3,3,2,3
Igor,Krupa,1D,3,4,1,4,5
Patryk,Duda,2C,1,3,2,3,1
Alojzy,Sadowska,7A,3,5,1,5,1
Ireneusz,Bąk,6F,3,1,5,1,5
Marian,Lis,4E,2,1,2,2,4
Heronim,Górecki,6A,2,4,5,1,2
Krystian,Nowak,2C,1,3,2,1,1
Krzysztof,Jaworski,7E,1,4,3,2,3
Fryderyk,Szulc,6E,5,1,1,5,3
Emil,Adamska,2B,3,2,4,2,2
Mirosław,Sobczak,2B,3,5,2,1,3
Radosław,Kaczmarczyk,6A,1,4,3,2,3
Konstanty,Kaczmarczyk,5E,4,4,1,2,5
Bartosz,Urbańska,4E,4,2,1,5,3
Miłosz,Kołodziej,6B,3,2,5,2,4
Józef,Makowski,6A,5,3,3,1,2
Igor,Adamska,4B,5,5,4,3,3
Diego,Makowski,3E,4,3,3,1,2
